"(활)바위굴:삼천포(대)","2014-04-01","16000"
"(활)바위굴:삼천포(대)","2014-04-02","16000"
"(활)바위굴:삼천포(대)","2014-04-04","16000"
"(활)바위굴:삼천포(대)","2014-04-05","16000"
"(활)바위굴:마산(중)","2014-04-05","7600"
"(활)바위굴:마산(중)","2014-04-07","7100"
"(활)바위굴:삼천포(대)","2014-04-07","16000"
"(활)바위굴:마산(대)","2014-04-15","8100"
"(활)바위굴:마산(중)","2014-04-15","6100"
"(활)바위굴:마산(대)","2014-04-16","6100"
"(활)바위굴:마산(중)","2014-04-16","4000"
"(활)바위굴:마산(중)","2014-04-17","5300"
"(활)바위굴:마산(대)","2014-04-19","4000"
"(활)바위굴:마산(중)","2014-04-21","3000"
"(활)바위굴:통영(대)","2014-10-04","18000"
"(활)바위굴:통영(중)","2014-10-07","18000"
"(활)바위굴:통영(중)","2014-10-09","18000"
"(활)바위굴:통영(중)","2014-10-10","3000"
"(활)바위굴:마산(중)","2014-10-10","5000"
"(활)바위굴:통영(대)","2014-10-11","18000"
"(활)바위굴:통영(중)","2014-10-13","18000"
"(활)바위굴:마산(대)","2014-10-13","16500"
"(활)바위굴:마산(대)","2014-10-14","17000"
"(활)바위굴:마산(대)","2014-10-15","17000"
"(활)바위굴:통영(중)","2014-10-15","18000"
"(활)바위굴:통영(중)","2014-10-16","18000"
"(활)바위굴:마산(대)","2014-10-16","17000"
"(활)바위굴:마산(대)","2014-10-17","17000"
"(활)바위굴:통영(중)","2014-10-17","18000"
"(활)바위굴:마산(대)","2014-10-18","17000"
"(활)바위굴:통영(중)","2014-10-18","18000"
"(활)바위굴:통영(대)","2014-10-20","18000"
"(활)바위굴:마산(대)","2014-10-20","17000"
"(활)바위굴:통영(중)","2014-10-20","18000"
"(활)바위굴:마산(대)","2014-10-21","14700"
"(활)바위굴:통영(중)","2014-10-21","18000"
"(활)바위굴:통영(대)","2014-10-21","18000"
"(활)바위굴:마산(대)","2014-10-22","14600"
"(활)바위굴:통영(중)","2014-10-22","18000"
